دوره زمانی,sc,استخراج نفت,,,,پلایشگاه,,,,,,
,19,31.834,18.570,14.148,3135.602,65.436,19.454,11.495,3794.078,219.492,19.454,117848.587
,20,76.931,24.759,15.032,4424.860,24.759,29.181,13.264,5354.080,309.740,17.685,132557.443
,21,35.371,26.528,11.495,2422.001,15.032,20.338,5.306,2930.621,169.540,18.570,107843.134
,22,69.857,7.958,8.843,4673.338,73.394,15.917,6.190,5654.739,327.134,20.338,131395.519
,23,52.172,39.792,15.032,5506.315,72.510,14.148,12.380,6662.641,385.442,21.222,114939.356
,24,17.685,9.727,5.306,2957.865,74.278,22.107,13.264,3579.016,207.051,21.222,99056.197
,25,53.056,35.371,15.032,4507.981,61.014,12.380,7.958,5454.656,315.559,22.107,124235.629
,26,18.570,15.917,8.843,4490.295,39.792,12.380,10.611,5433.257,314.321,22.991,121078.805
,27,80.468,14.148,16.801,2804.003,74.278,39.792,13.264,3392.843,196.280,21.222,102889.484
,28,72.510,29.181,7.074,4811.283,63.667,37.139,4.421,5821.653,336.790,24.759,126747.825
69,1,64.487,23.851,16.784,3763.200,86.571,21.201,12.367,4553.472,263.424,22.085,105059.532
,2,54.770,34.452,8.834,2830.350,72.437,12.367,14.134,3424.724,198.125,31.802,118695.389
,3,80.388,26.501,8.834,3513.203,38.869,24.735,11.484,4250.976,245.924,18.551,128483.243
,4,81.271,39.752,13.251,4402.767,52.119,11.484,15.017,5327.348,308.194,16.784,121171.504
,5,22.968,36.219,5.300,5033.501,31.802,22.968,14.134,6090.536,352.345,19.434,108327.155
,6,29.152,36.219,14.134,3288.825,60.953,34.452,9.717,3979.478,230.218,21.201,98925.339
,7,33.568,31.802,7.067,6025.537,35.335,37.102,13.251,7290.900,421.788,24.735,88838.903
,8,38.869,19.434,15.017,2369.226,58.303,32.685,6.184,2866.763,165.846,21.201,128700.554
,9,79.504,17.668,6.184,2689.010,80.388,12.367,10.601,3253.702,188.231,17.668,84525.357
,10,35.335,37.985,4.417,5198.693,67.137,10.601,7.950,6290.418,363.909,17.668,118625.602
,11,53.003,17.668,6.184,3481.402,26.501,33.568,16.784,4212.496,243.698,25.618,105054.231
,12,81.271,15.901,7.067,3939.876,62.720,12.367,8.834,4767.250,275.791,22.085,122026.616
,13,17.668,18.551,13.251,5080.320,53.003,18.551,15.017,6147.187,355.622,27.385,93241.670
,14,35.335,38.869,15.017,2460.214,29.152,14.134,5.300,2976.859,172.215,28.268,105379.315
,15,58.303,38.869,5.300,4444.286,74.204,39.752,16.784,5377.586,311.100,22.085,122626.432
,16,26.501,33.568,7.950,4095.351,49.469,25.618,6.184,4955.375,286.675,21.201,100529.558
,17,33.568,16.784,14.134,2601.555,60.953,31.802,4.417,3147.881,182.109,18.551,130413.429
,18,84.805,37.102,7.950,2215.518,50.353,10.601,13.251,2680.776,155.086,22.085,118864.115
,19,31.802,18.551,14.134,3132.466,65.370,19.434,11.484,3790.284,219.273,19.434,117730.738
,20,76.854,24.735,15.017,4420.435,24.735,29.152,13.251,5348.726,309.430,17.668,132424.885
,21,35.335,26.501,11.484,2419.579,15.017,20.318,5.300,2927.690,169.370,18.551,107735.290
,22,69.787,7.950,8.834,4668.665,73.321,15.901,6.184,5649.084,326.807,20.318,131264.124
,23,52.119,39.752,15.017,5500.809,72.437,14.134,12.367,6655.979,385.057,21.201,114824.417
,24,17.668,9.717,5.300,2954.907,74.204,22.085,13.251,3575.437,206.843,21.201,98957.141
,25,53.003,35.335,15.017,4503.473,60.953,12.367,7.950,5449.202,315.243,22.085,124111.394
,26,18.551,15.901,8.834,4485.805,39.752,12.367,10.601,5427.824,314.006,22.968,120957.726
,27,80.388,14.134,16.784,2801.199,74.204,39.752,13.251,3389.451,196.084,21.201,102786.594
,28,72.437,29.152,7.067,4806.472,63.603,37.102,4.417,5815.831,336.453,24.735,126621.077
70,1,64.422,23.827,16.767,3759.437,86.485,21.180,12.355,4548.918,263.161,22.062,104954.472
,2,54.715,34.417,8.825,2827.520,72.365,12.355,14.120,3421.299,197.926,31.770,118576.694
,3,80.307,26.475,8.825,3509.690,38.830,24.710,11.472,4246.725,245.678,18.532,128354.759
,4,81.190,39.712,13.237,4398.364,52.067,11.472,15.002,5322.021,307.886,16.767,121050.333
,5,22.945,36.182,5.295,5028.467,31.770,22.945,14.120,6084.445,351.993,19.415,108218.828
,6,29.122,36.182,14.120,3285.536,60.892,34.417,9.707,3975.498,229.988,21.180,98826.414
,7,33.535,31.770,7.060,6019.511,35.300,37.065,13.237,7283.609,421.366,24.710,88750.064
,8,38.830,19.415,15.002,2366.857,58.245,32.652,6.177,2863.897,165.680,21.180,128571.854
,9,79.425,17.650,6.177,2686.321,80.307,12.355,10.590,3250.448,188.042,17.650,84440.832
,10,35.300,37.947,4.412,5193.494,67.070,10.590,7.942,6284.128,363.545,17.650,118506.977
,11,52.950,17.650,6.177,3477.920,26.475,33.535,16.767,4208.283,243.454,25.592,104949.177
,12,81.190,15.885,7.060,3935.936,62.657,12.355,8.825,4762.483,275.516,22.062,121904.590
,13,17.650,18.532,13.237,5075.240,52.950,18.532,15.002,6141.040,355.267,27.357,93148.429
,14,35.300,38.830,15.002,2457.754,29.122,14.120,5.295,2973.882,172.043,28.240,105273.936
,15,58.245,38.830,5.295,4439.842,74.130,39.712,16.767,5372.209,310.789,22.062,122503.805
,16,26.475,33.535,7.942,4091.256,49.420,25.592,6.177,4950.419,286.388,21.180,100429.028
,17,33.535,16.767,14.120,2598.953,60.892,31.770,4.412,3144.734,181.927,18.532,130283.015
,18,84.720,37.065,7.942,2213.302,50.302,10.590,13.237,2678.096,154.931,22.062,118745.251
,19,31.770,18.532,14.120,3129.334,65.305,19.415,11.472,3786.494,219.053,19.415,117613.007
,20,76.777,24.710,15.002,4416.014,24.710,29.122,13.237,5343.377,309.121,17.650,132292.461
,21,35.300,26.475,11.472,2417.159,15.002,20.297,5.295,2924.762,169.201,18.532,107627.555
,22,69.717,7.942,8.825,4663.996,73.247,15.885,6.177,5643.435,326.480,20.297,131132.860
,23,52.067,39.712,15.002,5495.308,72.365,14.120,12.355,6649.323,384.672,21.180,114709.593
,24,17.650,9.707,5.295,2951.952,74.130,22.062,13.237,3571.862,206.637,21.180,98858.184
,25,52.950,35.300,15.002,4498.969,60.892,12.355,7.942,5443.753,314.928,22.062,123987.282
,26,18.532,15.885,8.825,4481.319,39.712,12.355,10.590,5422.396,313.692,22.945,120836.768
,27,80.307,14.120,16.767,2798.398,74.130,39.712,13.237,3386.061,195.888,21.180,102683.808
,28,72.365,29.122,7.060,4801.666,63.540,37.065,4.412,5810.015,336.117,24.710,126494.456
71,1,64.358,23.804,16.751,3755.677,86.398,21.159,12.343,4544.370,262.897,22.040,104849.518
,2,54.660,34.383,8.816,2824.692,72.292,12.343,14.106,3417.878,197.728,31.738,118458.117
,3,80.227,26.448,8.816,3506.180,38.791,24.685,11.461,4242.478,245.433,18.514,128226.405
,4,81.109,39.673,13.224,4393.966,52.015,11.461,14.987,5316.699,307.578,16.751,120929.282
,5,22.922,36.146,5.290,5023.439,31.738,22.922,14.106,6078.361,351.641,19.396,108110.609
,6,29.093,36.146,14.106,3282.250,60.831,34.383,9.698,3971.523,229.758,21.159,98727.587
,7,33.501,31.738,7.053,6013.492,35.265,37.028,13.224,7276.325,420.944,24.685,88661.314
,8,38.791,19.396,14.987,2364.490,58.187,32.620,6.171,2861.033,165.514,21.159,128443.282
,9,79.345,17.632,6.171,2683.634,80.227,12.343,10.579,3247.197,187.854,17.632,84356.391
,10,35.265,37.909,4.408,5188.301,67.003,10.579,7.935,6277.844,363.181,17.632,118388.470
,11,52.897,17.632,6.171,3474.442,26.448,33.501,16.751,4204.075,243.211,25.567,104844.228
,12,81.109,15.869,7.053,3932.000,62.595,12.343,8.816,4757.720,275.240,22.040,121782.685
,13,17.632,18.514,13.224,5070.164,52.897,18.514,14.987,6134.899,354.912,27.330,93055.280
,14,35.265,38.791,14.987,2455.296,29.093,14.106,5.290,2970.908,171.871,28.212,105168.662
,15,58.187,38.791,5.290,4435.402,74.056,39.673,16.751,5366.836,310.478,22.040,122381.301
,16,26.448,33.501,7.935,4087.164,49.370,25.567,6.171,4945.469,286.102,21.159,100328.599
,17,33.501,16.751,14.106,2596.354,60.831,31.738,4.408,3141.589,181.745,18.514,130152.732
,18,84.635,37.028,7.935,2211.089,50.252,10.579,13.224,2675.418,154.776,22.040,118626.506
,19,31.738,18.514,14.106,3126.205,65.239,19.396,11.461,3782.708,218.834,19.396,117495.394
,20,76.700,24.685,14.987,4411.598,24.685,29.093,13.224,5338.034,308.812,17.632,132160.168
,21,35.265,26.448,11.461,2414.742,14.987,20.277,5.290,2921.838,169.032,18.514,107519.928
,22,69.648,7.935,8.816,4659.332,73.174,15.869,6.171,5637.792,326.153,20.277,131001.727
,23,52.015,39.673,14.987,5489.813,72.292,14.106,12.343,6642.673,384.287,21.159,114594.883
,24,17.632,9.698,5.290,2949.000,74.056,22.040,13.224,3568.290,206.430,21.159,98759.325
,25,52.897,35.265,14.987,4494.470,60.831,12.343,7.935,5438.309,314.613,22.040,123863.295
,26,18.514,15.869,8.816,4476.838,39.673,12.343,10.579,5416.974,313.379,22.922,120715.932
,27,80.227,14.106,16.751,2795.599,74.056,39.673,13.224,3382.675,195.692,21.159,102581.124
,28,72.292,29.093,7.053,4796.864,63.476,37.028,4.408,5804.205,335.780,24.685,126367.962
72,1,64.293,23.780,16.734,3751.922,86.312,21.138,12.330,4539.825,262.635,22.018,104744.668
,2,54.605,34.349,8.807,2821.868,72.220,12.330,14.092,3414.460,197.531,31.706,118339.659
,3,80.147,26.422,8.807,3502.674,38.752,24.661,11.450,4238.236,245.187,18.495,128098.178
,4,81.027,39.633,13.211,4389.572,51.963,11.450,14.972,5311.382,307.270,16.734,120808.353
,5,22.899,36.110,5.284,5018.415,31.706,22.899,14.092,6072.283,351.289,19.376,108002.499
,6,29.064,36.110,14.092,3278.968,60.771,34.349,9.688,3967.551,229.528,21.138,98628.860
,7,33.468,31.706,7.046,6007.478,35.229,36.991,13.211,7269.049,420.523,24.661,88572.653
,8,38.752,19.376,14.972,2362.125,58.128,32.587,6.165,2858.172,165.349,21.138,128314.839
,9,79.266,17.615,6.165,2680.951,80.147,12.330,10.569,3243.950,187.667,17.615,84272.035
,10,35.229,37.872,4.404,5183.112,66.936,10.569,7.927,6271.566,362.818,17.615,118270.081
,11,52.844,17.615,6.165,3470.968,26.422,33.468,16.734,4199.871,242.968,25.541,104739.384
,12,81.027,15.853,7.046,3928.068,62.532,12.330,8.807,4752.962,274.965,22.018,121660.902
,13,17.615,18.495,13.211,5065.094,52.844,18.495,14.972,6128.764,354.557,27.303,92962.225
,14,35.229,38.752,14.972,2452.841,29.064,14.092,5.284,2967.937,171.699,28.183,105063.493
,15,58.128,38.752,5.284,4430.967,73.982,39.633,16.734,5361.470,310.168,22.018,122258.920
,16,26.422,33.468,7.927,4083.077,49.321,25.541,6.165,4940.523,285.815,21.138,100228.270
,17,33.468,16.734,14.092,2593.758,60.771,31.706,4.404,3138.447,181.563,18.495,130022.579
,18,84.550,36.991,7.927,2208.878,50.202,10.569,13.211,2672.742,154.621,22.018,118507.879
,19,31.706,18.495,14.092,3123.078,65.174,19.376,11.450,3778.925,218.615,19.376,117377.899
,20,76.624,24.661,14.972,4407.187,24.661,29.064,13.211,5332.696,308.503,17.615,132028.008
,21,35.229,26.422,11.450,2412.327,14.972,20.257,5.284,2918.916,168.863,18.495,107412.408
,22,69.578,7.927,8.807,4654.673,73.101,15.853,6.165,5632.154,325.827,20.257,130870.725
,23,51.963,39.633,14.972,5484.323,72.220,14.092,12.330,6636.031,383.903,21.138,114480.288
,24,17.615,9.688,5.284,2946.051,73.982,22.018,13.211,3564.722,206.224,21.138,98660.566
,25,52.844,35.229,14.972,4489.976,60.771,12.330,7.927,5432.871,314.298,22.018,123739.432
,26,18.495,15.853,8.807,4472.361,39.633,12.330,10.569,5411.557,313.065,22.899,120595.216
,27,80.147,14.092,16.734,2792.804,73.982,39.633,13.211,3379.292,195.496,21.138,102478.543
,28,72.220,29.064,7.046,4792.067,63.413,36.991,4.404,5798.401,335.445,24.661,126241.594
73,1,64.229,23.756,16.717,3748.170,86.225,21.116,12.318,4535.285,262.372,21.996,104639.923
,2,54.551,34.314,8.799,2819.046,72.148,12.318,14.078,3411.046,197.333,31.675,118221.319
,3,80.067,26.396,8.799,3499.172,38.713,24.636,11.438,4233.998,244.942,18.477,127970.080
,4,80.946,39.593,13.198,4385.183,51.911,11.438,14.957,5306.071,306.963,16.717,120687.545
,5,22.876,36.074,5.279,5013.397,31.675,22.876,14.078,6066.210,350.938,19.357,107894.496
,6,29.035,36.074,14.078,3275.689,60.710,34.314,9.678,3963.584,229.298,21.116,98530.231
,7,33.434,31.675,7.039,6001.471,35.194,36.954,13.198,7261.780,420.103,24.636,88484.080
,8,38.713,19.357,14.957,2359.763,58.070,32.555,6.159,2855.313,165.183,21.116,128186.524
,9,79.187,17.597,6.159,2678.270,80.067,12.318,10.558,3240.706,187.479,17.597,84187.763
,10,35.194,37.834,4.399,5177.929,66.869,10.558,7.919,6265.294,362.455,17.597,118151.811
,11,52.791,17.597,6.159,3467.497,26.396,33.434,16.717,4195.671,242.725,25.516,104634.644
,12,80.946,15.837,7.039,3924.140,62.469,12.318,8.799,4748.210,274.690,21.996,121539.242
,13,17.597,18.477,13.198,5060.029,52.791,18.477,14.957,6122.635,354.202,27.275,92869.263
,14,35.194,38.713,14.957,2450.388,29.035,14.078,5.279,2964.969,171.527,28.155,104958.430
,15,58.070,38.713,5.279,4426.536,73.908,39.593,16.717,5356.108,309.857,21.996,122136.661
,16,26.396,33.434,7.919,4078.994,49.272,25.516,6.159,4935.583,285.530,21.116,100128.042
,17,33.434,16.717,14.078,2591.164,60.710,31.675,4.399,3135.309,181.381,18.477,129892.557
,18,84.466,36.954,7.919,2206.669,50.152,10.558,13.198,2670.069,154.467,21.996,118389.371
,19,31.675,18.477,14.078,3119.955,65.109,19.357,11.438,3775.146,218.397,19.357,117260.521
,20,76.547,24.636,14.957,4402.780,24.636,29.035,13.198,5327.363,308.195,17.597,131895.980
,21,35.194,26.396,11.438,2409.915,14.957,20.237,5.279,2915.997,168.694,18.477,107304.995
,22,69.508,7.919,8.799,4650.018,73.028,15.837,6.159,5626.522,325.501,20.237,130739.854
,23,51.911,39.593,14.957,5478.839,72.148,14.078,12.318,6629.395,383.519,21.116,114365.808
,24,17.597,9.678,5.279,2943.105,73.908,21.996,13.198,3561.157,206.017,21.116,98561.905
,25,52.791,35.194,14.957,4485.486,60.710,12.318,7.919,5427.438,313.984,21.996,123615.692
,26,18.477,15.837,8.799,4467.889,39.593,12.318,10.558,5406.145,312.752,22.876,120474.621
,27,80.067,14.078,16.717,2790.011,73.908,39.593,13.198,3375.913,195.301,21.116,102376.064
,28,72.148,29.035,7.039,4787.275,63.349,36.954,4.399,5792.603,335.109,24.636,126115.352
74,1,64.165,23.732,16.700,3744.422,86.139,21.095,12.306,4530.750,262.110,21.974,104535.283
,2,54.496,34.280,8.790,2816.227,72.076,12.306,14.064,3407.635,197.136,31.643,118103.098
,3,79.986,26.369,8.790,3495.672,38.675,24.611,11.427,4229.764,244.697,18.458,127842.110
,4,80.865,39.554,13.185,4380.797,51.859,11.427,14.943,5300.765,306.656,16.700,120566.857
,5,22.853,36.038,5.274,5008.384,31.643,22.853,14.064,6060.144,350.587,19.337,107786.602
,6,29.006,36.038,14.064,3272.413,60.649,34.280,9.669,3959.620,229.069,21.095,98431.701
,7,33.401,31.643,7.032,5995.469,35.159,36.917,13.185,7254.518,419.683,24.611,88395.596
,8,38.675,19.337,14.943,2357.403,58.012,32.522,6.153,2852.458,165.018,21.095,128058.337
,9,79.107,17.579,6.153,2675.591,79.986,12.306,10.548,3237.466,187.291,17.579,84103.575
,10,35.159,37.796,4.395,5172.751,66.802,10.548,7.911,6259.029,362.093,17.579,118033.659
,11,52.738,17.579,6.153,3464.029,26.369,33.401,16.700,4191.476,242.482,25.490,104530.010
,12,80.865,15.821,7.032,3920.216,62.407,12.306,8.790,4743.461,274.415,21.974,121417.702
,13,17.579,18.458,13.185,5054.969,52.738,18.458,14.943,6116.513,353.848,27.248,92776.393
,14,35.159,38.675,14.943,2447.938,29.006,14.064,5.274,2962.004,171.356,28.127,104853.471
,15,58.012,38.675,5.274,4422.109,73.834,39.554,16.700,5350.752,309.548,21.974,122014.524
,16,26.369,33.401,7.911,4074.915,49.222,25.490,6.153,4930.647,285.244,21.095,100027.914
,17,33.401,16.700,14.064,2588.573,60.649,31.643,4.395,3132.173,181.200,18.458,129762.664
,18,84.381,36.917,7.911,2204.462,50.101,10.548,13.185,2667.399,154.312,21.974,118270.982
,19,31.643,18.458,14.064,3116.835,65.044,19.337,11.427,3771.371,218.178,19.337,117143.261
,20,76.471,24.611,14.943,4398.377,24.611,29.006,13.185,5322.036,307.886,17.579,131764.084
,21,35.159,26.369,11.427,2407.505,14.943,20.216,5.274,2913.081,168.525,18.458,107197.690
,22,69.439,7.911,8.790,4645.368,72.955,15.821,6.153,5620.895,325.176,20.216,130609.114
,23,51.859,39.554,14.943,5473.360,72.076,14.064,12.306,6622.765,383.135,21.095,114251.442
,24,17.579,9.669,5.274,2940.162,73.834,21.974,13.185,3557.596,205.811,21.095,98463.344
,25,52.738,35.159,14.943,4481.000,60.649,12.306,7.911,5422.010,313.670,21.974,123492.077
,26,18.458,15.821,8.790,4463.421,39.554,12.306,10.548,5400.739,312.439,22.853,120354.146
,27,79.986,14.064,16.700,2787.221,73.834,39.554,13.185,3372.537,195.105,21.095,102273.688
,28,72.076,29.006,7.032,4782.488,63.286,36.917,4.395,5786.810,334.774,24.611,125989.237
75,1,64.101,23.709,16.684,3740.677,86.053,21.074,12.293,4526.219,261.847,21.952,104430.748
,2,54.442,34.246,8.781,2813.411,72.004,12.293,14.049,3404.227,196.939,31.611,117984.995
,3,79.906,26.343,8.781,3492.177,38.636,24.587,11.415,4225.534,244.452,18.440,127714.268
,4,80.785,39.514,13.171,4376.417,51.807,11.415,14.928,5295.464,306.349,16.684,120446.290
,5,22.830,36.002,5.269,5003.375,31.611,22.830,14.049,6054.084,350.236,19.318,107678.815
,6,28.977,36.002,14.049,3269.141,60.588,34.246,9.659,3955.661,228.840,21.074,98333.269
,7,33.368,31.611,7.025,5989.474,35.124,36.880,13.171,7247.263,419.263,24.587,88307.201
,8,38.636,19.318,14.928,2355.046,57.954,32.489,6.147,2849.606,164.853,21.074,127930.279
,9,79.028,17.562,6.147,2672.916,79.906,12.293,10.537,3234.228,187.104,17.562,84019.471
,10,35.124,37.758,4.390,5167.579,66.735,10.537,7.903,6252.770,361.731,17.562,117915.626
,11,52.686,17.562,6.147,3460.565,26.343,33.368,16.684,4187.284,242.240,25.465,104425.480
,12,80.785,15.806,7.025,3916.296,62.345,12.293,8.781,4738.718,274.141,21.952,121296.285
,13,17.562,18.440,13.171,5049.914,52.686,18.440,14.928,6110.396,353.494,27.221,92683.617
,14,35.124,38.636,14.928,2445.490,28.977,14.049,5.269,2959.042,171.184,28.099,104748.618
,15,57.954,38.636,5.269,4417.687,73.760,39.514,16.684,5345.401,309.238,21.952,121892.510
,16,26.343,33.368,7.903,4070.840,49.173,25.465,6.147,4925.717,284.959,21.074,99927.886
,17,33.368,16.684,14.049,2585.985,60.588,31.611,4.390,3129.041,181.019,18.440,129632.902
,18,84.297,36.880,7.903,2202.258,50.051,10.537,13.171,2664.732,154.158,21.952,118152.711
,19,31.611,18.440,14.049,3113.719,64.979,19.318,11.415,3767.599,217.960,19.318,117026.117
,20,76.394,24.587,14.928,4393.978,24.587,28.977,13.171,5316.714,307.578,17.562,131632.320
,21,35.124,26.343,11.415,2405.097,14.928,20.196,5.269,2910.168,168.357,18.440,107090.493
,22,69.369,7.903,8.781,4640.723,72.882,15.806,6.147,5615.274,324.851,20.196,130478.505
,23,51.807,39.514,14.928,5467.886,72.004,14.049,12.293,6616.143,382.752,21.074,114137.191
,24,17.562,9.659,5.269,2937.222,73.760,21.952,13.171,3554.038,205.606,21.074,98364.880
,25,52.686,35.124,14.928,4476.519,60.588,12.293,7.903,5416.588,313.356,21.952,123368.585
,26,18.440,15.806,8.781,4458.957,39.514,12.293,10.537,5395.338,312.127,22.830,120233.792
,27,79.906,14.049,16.684,2784.434,73.760,39.514,13.171,3369.165,194.910,21.074,102171.414
,28,72.004,28.977,7.025,4777.705,63.223,36.880,4.390,5781.023,334.439,24.587,125863.247
76,1,64.037,23.685,16.667,3736.936,85.967,21.053,12.281,4521.693,261.586,21.930,104326.317
,2,54.387,34.211,8.772,2810.597,71.932,12.281,14.035,3400.823,196.742,31.580,117867.010
,3,79.827,26.316,8.772,3488.685,38.597,24.562,11.404,4221.308,244.208,18.422,127586.554
,4,80.704,39.475,13.158,4372.040,51.756,11.404,14.913,5290.169,306.043,16.667,120325.844
,5,22.808,35.966,5.263,4998.372,31.580,22.808,14.035,6048.030,349.886,19.299,107571.136
,6,28.948,35.966,14.035,3265.872,60.528,34.211,9.649,3951.705,228.611,21.053,98234.936
,7,33.334,31.580,7.018,5983.484,35.089,36.843,13.158,7240.016,418.844,24.562,88218.893
,8,38.597,19.299,14.913,2352.691,57.896,32.457,6.141,2846.756,164.688,21.053,127802.349
,9,78.949,17.544,6.141,2670.243,79.827,12.281,10.527,3230.994,186.917,17.544,83935.452
,10,35.089,37.720,4.386,5162.411,66.668,10.527,7.895,6246.517,361.369,17.544,117797.710
,11,52.633,17.544,6.141,3457.105,26.316,33.334,16.667,4183.097,241.997,25.439,104321.054
,12,80.704,15.790,7.018,3912.379,62.282,12.281,8.772,4733.979,273.867,21.930,121174.988
,13,17.544,18.422,13.158,5044.864,52.633,18.422,14.913,6104.286,353.140,27.194,92590.933
,14,35.089,38.597,14.913,2443.044,28.948,14.035,5.263,2956.083,171.013,28.071,104643.869
,15,57.896,38.597,5.263,4413.269,73.686,39.475,16.667,5340.056,308.929,21.930,121770.617
,16,26.316,33.334,7.895,4066.769,49.124,25.439,6.141,4920.791,284.674,21.053,99827.958
,17,33.334,16.667,14.035,2583.399,60.528,31.580,4.386,3125.912,180.838,18.422,129503.269
,18,84.213,36.843,7.895,2200.056,50.001,10.527,13.158,2662.067,154.004,21.930,118034.558
,19,31.580,18.422,14.035,3110.605,64.914,19.299,11.404,3763.832,217.742,19.299,116909.091
,20,76.318,24.562,14.913,4389.584,24.562,28.948,13.158,5311.397,307.271,17.544,131500.687
,21,35.089,26.316,11.404,2402.692,14.913,20.176,5.263,2907.258,168.188,18.422,106983.402
,22,69.300,7.895,8.772,4636.082,72.809,15.790,6.141,5609.659,324.526,20.176,130348.027
,23,51.756,39.475,14.913,5462.419,71.932,14.035,12.281,6609.526,382.369,21.053,114023.053
,24,17.544,9.649,5.263,2934.285,73.686,21.930,13.158,3550.484,205.400,21.053,98266.515
,25,52.633,35.089,14.913,4472.043,60.528,12.281,7.895,5411.172,313.043,21.930,123245.216
,26,18.422,15.790,8.772,4454.498,39.475,12.281,10.527,5389.943,311.815,22.808,120113.558
,27,79.827,14.035,16.667,2781.649,73.686,39.475,13.158,3365.795,194.715,21.053,102069.243
,28,71.932,28.948,7.018,4772.927,63.159,36.843,4.386,5775.242,334.105,24.562,125737.384
77,1,63.973,23.661,16.650,3733.199,85.881,21.032,12.269,4517.171,261.324,21.908,104221.991
,2,54.333,34.177,8.763,2807.787,71.860,12.269,14.021,3397.422,196.545,31.548,117749.143
,3,79.747,26.290,8.763,3485.196,38.559,24.537,11.392,4217.087,243.964,18.403,127458.967
,4,80.623,39.435,13.145,4367.668,51.704,11.392,14.898,5284.878,305.737,16.650,120205.518
,5,22.785,35.930,5.258,4993.373,31.548,22.785,14.021,6041.982,349.536,19.279,107463.565
,6,28.919,35.930,14.021,3262.606,60.467,34.177,9.640,3947.753,228.382,21.032,98136.701
,7,33.301,31.548,7.011,5977.501,35.054,36.806,13.145,7232.776,418.425,24.537,88130.674
,8,38.559,19.279,14.898,2350.338,57.838,32.425,6.134,2843.909,164.524,21.032,127674.546
,9,78.870,17.527,6.134,2667.573,79.747,12.269,10.516,3227.763,186.730,17.527,83851.516
,10,35.054,37.683,4.382,5157.249,66.602,10.516,7.887,6240.271,361.007,17.527,117679.912
,11,52.580,17.527,6.134,3453.648,26.290,33.301,16.650,4178.914,241.755,25.414,104216.733
,12,80.623,15.774,7.011,3908.467,62.220,12.269,8.763,4729.245,273.593,21.908,121053.813
,13,17.527,18.403,13.145,5039.819,52.580,18.403,14.898,6098.181,352.787,27.166,92498.343
,14,35.054,38.559,14.898,2440.601,28.919,14.021,5.258,2953.127,170.842,28.043,104539.225
,15,57.838,38.559,5.258,4408.856,73.612,39.435,16.650,5334.716,308.620,21.908,121648.847
,16,26.290,33.301,7.887,4062.703,49.075,25.414,6.134,4915.870,284.389,21.032,99728.130
,17,33.301,16.650,14.021,2580.815,60.467,31.548,4.382,3122.786,180.657,18.403,129373.765
,18,84.128,36.806,7.887,2197.855,49.951,10.516,13.145,2659.405,153.850,21.908,117916.524
,19,31.548,18.403,14.021,3107.494,64.849,19.279,11.392,3760.068,217.525,19.279,116792.182
,20,76.241,24.537,14.898,4385.195,24.537,28.919,13.145,5306.086,306.964,17.527,131369.187
,21,35.054,26.290,11.392,2400.290,14.898,20.156,5.258,2904.350,168.020,18.403,106876.419
,22,69.231,7.887,8.763,4631.446,72.736,15.774,6.134,5604.049,324.201,20.156,130217.679
,23,51.704,39.435,14.898,5456.956,71.860,14.021,12.269,6602.917,381.987,21.032,113909.030
,24,17.527,9.640,5.258,2931.350,73.612,21.908,13.145,3546.934,205.195,21.032,98168.249
,25,52.580,35.054,14.898,4467.571,60.467,12.269,7.887,5405.760,312.730,21.908,123121.971
,26,18.403,15.774,8.763,4450.044,39.435,12.269,10.516,5384.553,311.503,22.785,119993.444
,27,79.747,14.021,16.650,2778.868,73.612,39.435,13.145,3362.430,194.521,21.032,101967.174
,28,71.860,28.919,7.011,4768.155,63.096,36.806,4.382,5769.467,333.771,24.537,125611.647
78,1,63.909,23.637,16.634,3729.466,85.795,21.011,12.256,4512.654,261.063,21.887,104117.769
,2,54.279,34.143,8.755,2804.979,71.788,12.256,14.007,3394.024,196.349,31.517,117631.394
,3,79.667,26.264,8.755,3481.711,38.520,24.513,11.381,4212.870,243.720,18.385,127331.508
,4,80.542,39.396,13.132,4363.300,51.652,11.381,14.883,5279.594,305.431,16.634,120085.313
,5,22.762,35.894,5.253,4988.380,31.517,22.762,14.007,6035.940,349.187,19.260,107356.101
,6,28.890,35.894,14.007,3259.343,60.407,34.143,9.630,3943.806,228.154,21.011,98038.564
,7,33.268,31.517,7.004,5971.523,35.018,36.769,13.132,7225.543,418.007,24.513,88042.544
,8,38.520,19.260,14.883,2347.988,57.780,32.392,6.128,2841.065,164.359,21.011,127546.872
,9,78.792,17.509,6.128,2664.905,79.667,12.256,10.506,3224.535,186.543,17.509,83767.665
,10,35.018,37.645,4.377,5152.091,66.535,10.506,7.879,6234.031,360.646,17.509,117562.232
,11,52.528,17.509,6.128,3450.194,26.264,33.268,16.634,4174.735,241.514,25.388,104112.516
,12,80.542,15.758,7.004,3904.559,62.158,12.256,8.755,4724.516,273.319,21.887,120932.759
,13,17.509,18.385,13.132,5034.779,52.528,18.385,14.883,6092.083,352.435,27.139,92405.844
,14,35.018,38.520,14.883,2438.160,28.890,14.007,5.253,2950.174,170.671,28.015,104434.686
,15,57.780,38.520,5.253,4404.447,73.539,39.396,16.634,5329.381,308.311,21.887,121527.198
,16,26.264,33.268,7.879,4058.640,49.026,25.388,6.128,4910.954,284.105,21.011,99628.402
,17,33.268,16.634,14.007,2578.234,60.407,31.517,4.377,3119.664,180.476,18.385,129244.392
